Payment_Type,Amount,Vendor_Type,PAN_Available,TDS_Section,TDS_Rate,TDS_Amount
Rent,89426,Company,Yes,194I,10,8942.6
Professional,158819,Individual,Yes,194J,10,15881.9
Contractor,359224,Individual,Yes,194C,1,3592.24
Professional,139198,Company,No,194J,20,27839.6
Interest,302821,Individual,Yes,194A,10,30282.1
Salary,55714,Employee,Yes,192,10,5571.4
Salary,58683,Employee,Yes,192,20,11736.6
Rent,42923,Company,No,194I,20,8584.6
Interest,199032,Company,Yes,194A,10,19903.2
Rent,118391,Individual,No,194I,20,23678.2
Rent,431300,Individual,No,194I,20,86260.0
Contractor,116415,Company,No,194C,20,23283.0
Professional,89851,Individual,No,194J,20,17970.2
Professional,242055,Company,No,194J,20,48411.0
Rent,151148,Individual,No,194I,20,30229.6
Rent,227194,Company,Yes,194I,10,22719.4
Contractor,423775,Individual,Yes,194C,2,8475.5
Rent,87809,Individual,No,194I,20,17561.8
Professional,398405,Company,Yes,194J,10,39840.5
Contractor,166117,Company,Yes,194C,2,3322.34
Contractor,337813,Company,No,194C,20,67562.6
Contractor,45467,Individual,No,194C,20,9093.4
Interest,457807,Company,No,194A,20,91561.4
Rent,258622,Individual,Yes,194I,10,25862.2
Rent,397930,Company,No,194I,20,79586.0
Rent,435098,Individual,Yes,194I,10,43509.8
Contractor,366434,Company,No,194C,20,73286.8
Professional,451217,Individual,Yes,194J,10,45121.7
Salary,179029,Employee,No,192,20,35805.8
Salary,249295,Employee,Yes,192,5,12464.75
Professional,146528,Individual,No,194J,20,29305.6
Rent,129734,Individual,Yes,194I,10,12973.4
Contractor,263284,Individual,Yes,194C,1,2632.84
Professional,189976,Individual,Yes,194J,10,18997.6
Interest,471602,Company,Yes,194A,10,47160.2
Interest,24690,Individual,Yes,194A,10,2469.0
Interest,56778,Company,No,194A,20,11355.6
Contractor,391479,Company,No,194C,20,78295.8
Professional,344771,Individual,No,194J,20,68954.2
Contractor,89950,Company,Yes,194C,2,1799.0
Salary,480393,Employee,Yes,192,30,144117.9
Professional,91458,Individual,Yes,194J,10,9145.8
Rent,327671,Individual,Yes,194I,10,32767.1
Professional,233403,Company,Yes,194J,10,23340.3
Rent,363014,Individual,No,194I,20,72602.8
Interest,166739,Company,Yes,194A,10,16673.9
Salary,69241,Employee,Yes,192,5,3462.05
Interest,205648,Company,Yes,194A,10,20564.8
Contractor,242489,Company,Yes,194C,2,4849.78
Contractor,61121,Company,No,194C,20,12224.2
Salary,71612,Employee,Yes,192,5,3580.6
Interest,94086,Company,Yes,194A,10,9408.6
Interest,23852,Company,Yes,194A,10,2385.2
Professional,86338,Individual,Yes,194J,10,8633.8
Salary,262653,Employee,Yes,192,10,26265.3
Rent,487808,Individual,Yes,194I,10,48780.8
Rent,448659,Individual,Yes,194I,10,44865.9
Professional,225681,Individual,No,194J,20,45136.2
Salary,464206,Employee,Yes,192,20,92841.2
Interest,380138,Company,Yes,194A,10,38013.8
Rent,403557,Individual,Yes,194I,10,40355.7
Rent,337526,Individual,Yes,194I,10,33752.6
Rent,97566,Company,No,194I,20,19513.2
Professional,99770,Individual,Yes,194J,10,9977.0
Rent,188365,Individual,No,194I,20,37673.0
Salary,224572,Employee,No,192,20,44914.4
Rent,99805,Individual,Yes,194I,10,9980.5
Rent,49505,Individual,Yes,194I,10,4950.5
Professional,128761,Company,No,194J,20,25752.2
Professional,483097,Individual,No,194J,20,96619.4
Salary,253186,Employee,Yes,192,5,12659.3
Rent,114314,Individual,Yes,194I,10,11431.4
Salary,236128,Employee,No,192,20,47225.6
Salary,30298,Employee,No,192,20,6059.6
Salary,274824,Employee,No,192,20,54964.8
Interest,32558,Individual,Yes,194A,10,3255.8
Contractor,259875,Individual,No,194C,20,51975.0
Interest,232301,Individual,Yes,194A,10,23230.1
Salary,421522,Employee,Yes,192,30,126456.6
Interest,388046,Individual,Yes,194A,10,38804.6
Rent,97279,Company,No,194I,20,19455.8
Salary,179160,Employee,Yes,192,30,53748.0
Rent,92423,Individual,Yes,194I,10,9242.3
Salary,219248,Employee,No,192,20,43849.6
Professional,130231,Company,No,194J,20,26046.2
Contractor,248253,Company,Yes,194C,2,4965.06
Interest,407259,Company,No,194A,20,81451.8
Rent,335516,Company,No,194I,20,67103.2
Salary,405988,Employee,No,192,20,81197.6
Interest,260247,Company,Yes,194A,10,26024.7
Interest,321544,Individual,Yes,194A,10,32154.4
Interest,254996,Individual,Yes,194A,10,25499.6
Interest,490051,Company,No,194A,20,98010.2
Contractor,352505,Individual,No,194C,20,70501.0
Interest,382202,Company,Yes,194A,10,38220.2
Interest,256883,Company,Yes,194A,10,25688.3
Contractor,192798,Company,No,194C,20,38559.6
Professional,186153,Company,No,194J,20,37230.6
Contractor,110439,Company,No,194C,20,22087.8
Professional,113570,Company,No,194J,20,22714.0
Rent,165072,Individual,Yes,194I,10,16507.2
Salary,313138,Employee,No,192,20,62627.6
Salary,320463,Employee,Yes,192,20,64092.6
Contractor,93893,Individual,Yes,194C,1,938.93
Interest,342544,Company,Yes,194A,10,34254.4
Rent,223120,Individual,Yes,194I,10,22312.0
Salary,38388,Employee,No,192,20,7677.6
Interest,209959,Company,No,194A,20,41991.8
Salary,202496,Employee,No,192,20,40499.2
Professional,467397,Company,Yes,194J,10,46739.7
Contractor,295916,Individual,No,194C,20,59183.2
Contractor,276199,Individual,Yes,194C,2,5523.98
Interest,406559,Company,Yes,194A,10,40655.9
Rent,208714,Company,No,194I,20,41742.8
Rent,79109,Individual,Yes,194I,10,7910.9
Professional,168034,Company,No,194J,20,33606.8
Rent,421595,Individual,Yes,194I,10,42159.5
Professional,222725,Individual,Yes,194J,10,22272.5
Professional,492205,Individual,No,194J,20,98441.0
Interest,426485,Individual,Yes,194A,10,42648.5
Interest,152568,Individual,No,194A,20,30513.6
Interest,226261,Individual,Yes,194A,10,22626.1
Professional,95510,Company,Yes,194J,10,9551.0
Rent,271855,Individual,No,194I,20,54371.0
Salary,254587,Employee,Yes,192,10,25458.7
Contractor,492340,Individual,No,194C,20,98468.0
Professional,248472,Individual,Yes,194J,10,24847.2
Salary,382465,Employee,No,192,20,76493.0
Contractor,160406,Company,No,194C,20,32081.2
Contractor,474791,Company,Yes,194C,2,9495.82
Salary,129103,Employee,No,192,20,25820.6
Professional,120432,Company,No,194J,20,24086.4
Interest,277525,Company,Yes,194A,10,27752.5
Salary,317293,Employee,No,192,20,63458.6
Professional,186907,Individual,No,194J,20,37381.4
Contractor,89522,Individual,No,194C,20,17904.4
Salary,426180,Employee,Yes,192,10,42618.0
Rent,44561,Company,No,194I,20,8912.2
Salary,415667,Employee,No,192,20,83133.4
Professional,24016,Individual,Yes,194J,10,2401.6
Interest,181820,Company,Yes,194A,10,18182.0
Interest,188661,Individual,Yes,194A,10,18866.1
Interest,329807,Company,Yes,194A,10,32980.7
Professional,235199,Individual,No,194J,20,47039.8
Rent,129007,Individual,No,194I,20,25801.4
Rent,23386,Company,No,194I,20,4677.2
Contractor,434773,Company,No,194C,20,86954.6
Professional,153069,Individual,Yes,194J,10,15306.9
Professional,465506,Company,Yes,194J,10,46550.6
Interest,240078,Individual,Yes,194A,10,24007.8
Contractor,28774,Individual,Yes,194C,2,575.48
Salary,309908,Employee,Yes,192,20,61981.6
Contractor,282432,Individual,Yes,194C,2,5648.64
Professional,391659,Individual,Yes,194J,10,39165.9
Professional,377025,Company,Yes,194J,10,37702.5
Contractor,399672,Company,Yes,194C,1,3996.72
Contractor,453242,Company,Yes,194C,1,4532.42
Interest,441296,Individual,No,194A,20,88259.2
Professional,131808,Individual,No,194J,20,26361.6
Salary,315997,Employee,Yes,192,5,15799.85
Salary,23166,Employee,Yes,192,10,2316.6
Interest,340138,Individual,No,194A,20,68027.6
Rent,242957,Individual,Yes,194I,10,24295.7
Professional,357088,Company,Yes,194J,10,35708.8
Professional,440960,Company,No,194J,20,88192.0
Rent,215833,Individual,Yes,194I,10,21583.3
Interest,331908,Individual,No,194A,20,66381.6
Interest,70840,Individual,Yes,194A,10,7084.0
Professional,92882,Company,No,194J,20,18576.4
Professional,50079,Company,Yes,194J,10,5007.9
Interest,402403,Individual,No,194A,20,80480.6
Interest,182065,Individual,Yes,194A,10,18206.5
Professional,267649,Individual,Yes,194J,10,26764.9
Rent,225865,Individual,Yes,194I,10,22586.5
Rent,396188,Company,Yes,194I,10,39618.8
Interest,405017,Individual,No,194A,20,81003.4
Contractor,440065,Company,Yes,194C,1,4400.65
Interest,356330,Individual,No,194A,20,71266.0
Contractor,282695,Company,Yes,194C,2,5653.9
Interest,466797,Individual,No,194A,20,93359.4
Rent,140883,Company,Yes,194I,10,14088.3
Professional,48191,Company,No,194J,20,9638.2
Interest,494762,Individual,Yes,194A,10,49476.2
Rent,40790,Company,No,194I,20,8158.0
Interest,266624,Company,Yes,194A,10,26662.4
Contractor,340024,Company,No,194C,20,68004.8
Salary,386493,Employee,Yes,192,30,115947.9
Interest,75385,Individual,No,194A,20,15077.0
Contractor,300154,Company,Yes,194C,2,6003.08
Salary,42646,Employee,Yes,192,20,8529.2
Salary,489890,Employee,Yes,192,10,48989.0
Rent,491537,Individual,No,194I,20,98307.4
Interest,108281,Company,Yes,194A,10,10828.1
Salary,215594,Employee,No,192,20,43118.8
Salary,51490,Employee,Yes,192,30,15447.0
Interest,242925,Individual,No,194A,20,48585.0
Professional,141838,Individual,Yes,194J,10,14183.8
Professional,103088,Individual,No,194J,20,20617.6
Contractor,398759,Individual,No,194C,20,79751.8
Interest,448205,Individual,Yes,194A,10,44820.5
Interest,107988,Company,No,194A,20,21597.6
Salary,108382,Employee,Yes,192,5,5419.1
Salary,422791,Employee,Yes,192,20,84558.2
Rent,128919,Individual,No,194I,20,25783.8
Contractor,317387,Company,Yes,194C,2,6347.74
Interest,422925,Individual,Yes,194A,10,42292.5
Professional,494372,Company,No,194J,20,98874.4
Professional,479623,Company,Yes,194J,10,47962.3
Professional,54079,Company,Yes,194J,10,5407.9
Salary,114069,Employee,No,192,20,22813.8
Contractor,447351,Individual,Yes,194C,2,8947.02
Interest,281953,Individual,No,194A,20,56390.6
Rent,27924,Company,No,194I,20,5584.8
Salary,226962,Employee,No,192,20,45392.4
Contractor,339914,Individual,No,194C,20,67982.8
Rent,293014,Individual,No,194I,20,58602.8
Interest,101792,Company,No,194A,20,20358.4
Interest,193230,Individual,No,194A,20,38646.0
Salary,428578,Employee,No,192,20,85715.6
Interest,69590,Company,Yes,194A,10,6959.0
Rent,385427,Individual,Yes,194I,10,38542.7
Contractor,250076,Company,Yes,194C,2,5001.52
Interest,155666,Individual,No,194A,20,31133.2
Salary,372149,Employee,No,192,20,74429.8
Contractor,23165,Company,Yes,194C,1,231.65
Professional,139782,Individual,No,194J,20,27956.4
Rent,189325,Company,Yes,194I,10,18932.5
Contractor,263887,Individual,Yes,194C,1,2638.87
Salary,408795,Employee,No,192,20,81759.0
Professional,91581,Individual,No,194J,20,18316.2
Rent,189708,Company,Yes,194I,10,18970.8
Salary,122757,Employee,Yes,192,5,6137.85
Rent,85741,Company,No,194I,20,17148.2
Rent,323575,Individual,No,194I,20,64715.0
Professional,460839,Company,Yes,194J,10,46083.9
Interest,246552,Company,No,194A,20,49310.4
Contractor,186743,Company,No,194C,20,37348.6
Salary,247382,Employee,Yes,192,20,49476.4
Interest,291902,Individual,Yes,194A,10,29190.2
Contractor,89989,Company,Yes,194C,2,1799.78
Interest,223694,Individual,Yes,194A,10,22369.4
Interest,121935,Individual,No,194A,20,24387.0
Professional,286910,Individual,No,194J,20,57382.0
Rent,397524,Individual,Yes,194I,10,39752.4
Interest,288643,Company,Yes,194A,10,28864.3
Professional,310197,Individual,No,194J,20,62039.4
Rent,24464,Company,No,194I,20,4892.8
Interest,396795,Company,No,194A,20,79359.0
Interest,403384,Individual,Yes,194A,10,40338.4
Salary,347430,Employee,No,192,20,69486.0
Professional,226332,Individual,No,194J,20,45266.4
Rent,180541,Individual,Yes,194I,10,18054.1
Professional,259522,Individual,No,194J,20,51904.4
Rent,177590,Company,No,194I,20,35518.0
Contractor,103162,Individual,Yes,194C,2,2063.24
Contractor,438698,Individual,Yes,194C,2,8773.96
Contractor,179987,Individual,Yes,194C,1,1799.87
Contractor,430096,Company,Yes,194C,1,4300.96
Salary,238571,Employee,No,192,20,47714.2
Salary,411924,Employee,No,192,20,82384.8
Contractor,462680,Company,Yes,194C,1,4626.8
Rent,264727,Individual,Yes,194I,10,26472.7
Rent,43803,Individual,No,194I,20,8760.6
Contractor,381240,Company,Yes,194C,1,3812.4
Interest,196258,Individual,Yes,194A,10,19625.8
Salary,70143,Employee,Yes,192,30,21042.9
Salary,285520,Employee,No,192,20,57104.0
Interest,393900,Individual,No,194A,20,78780.0
Professional,211567,Individual,Yes,194J,10,21156.7
Rent,205607,Individual,Yes,194I,10,20560.7
Professional,427804,Company,No,194J,20,85560.8
Professional,221960,Company,Yes,194J,10,22196.0
Professional,299774,Company,Yes,194J,10,29977.4
Rent,203724,Individual,Yes,194I,10,20372.4
Professional,466148,Company,Yes,194J,10,46614.8
Contractor,37310,Company,Yes,194C,2,746.2
Rent,43442,Individual,No,194I,20,8688.4
Salary,26164,Employee,Yes,192,10,2616.4
Interest,146004,Individual,Yes,194A,10,14600.4
Contractor,128551,Individual,No,194C,20,25710.2
Professional,135885,Individual,Yes,194J,10,13588.5
Interest,212031,Individual,No,194A,20,42406.2
Professional,72959,Individual,Yes,194J,10,7295.9
Salary,366948,Employee,No,192,20,73389.6
Salary,382190,Employee,No,192,20,76438.0
Professional,284724,Company,Yes,194J,10,28472.4
Interest,38160,Company,No,194A,20,7632.0
Rent,319173,Individual,Yes,194I,10,31917.3
Interest,159913,Company,No,194A,20,31982.6
Rent,392374,Individual,Yes,194I,10,39237.4
Salary,337715,Employee,No,192,20,67543.0
Interest,343695,Company,No,194A,20,68739.0
Interest,305889,Individual,Yes,194A,10,30588.9
Salary,330492,Employee,No,192,20,66098.4
Interest,313164,Individual,Yes,194A,10,31316.4
Interest,83320,Individual,Yes,194A,10,8332.0
Salary,309703,Employee,Yes,192,30,92910.9
Professional,302135,Individual,Yes,194J,10,30213.5
Rent,412824,Company,Yes,194I,10,41282.4
Contractor,33964,Company,Yes,194C,2,679.28
Rent,97441,Individual,Yes,194I,10,9744.1
Salary,26108,Employee,No,192,20,5221.6
Professional,201130,Company,No,194J,20,40226.0
Salary,414406,Employee,No,192,20,82881.2
Interest,214065,Individual,No,194A,20,42813.0
Interest,173350,Company,Yes,194A,10,17335.0
Contractor,327986,Company,Yes,194C,2,6559.72
Rent,59190,Individual,No,194I,20,11838.0
Salary,271750,Employee,No,192,20,54350.0
Professional,32654,Company,Yes,194J,10,3265.4
Salary,321717,Employee,Yes,192,5,16085.85
Rent,120166,Individual,No,194I,20,24033.2
Interest,109848,Individual,Yes,194A,10,10984.8
Rent,444943,Individual,No,194I,20,88988.6
Professional,55779,Company,No,194J,20,11155.8
Interest,67612,Company,No,194A,20,13522.4
Rent,457830,Company,Yes,194I,10,45783.0
Rent,352070,Individual,Yes,194I,10,35207.0
Salary,270608,Employee,Yes,192,20,54121.6
Professional,227042,Individual,No,194J,20,45408.4
Contractor,134381,Company,Yes,194C,1,1343.81
Interest,171857,Individual,Yes,194A,10,17185.7
Salary,163216,Employee,No,192,20,32643.2
Salary,131131,Employee,Yes,192,20,26226.2
Rent,491332,Individual,Yes,194I,10,49133.2
Contractor,480886,Individual,No,194C,20,96177.2
Rent,487326,Company,No,194I,20,97465.2
Salary,213679,Employee,Yes,192,30,64103.7
Rent,151006,Individual,Yes,194I,10,15100.6
Rent,154251,Individual,No,194I,20,30850.2
Professional,55404,Company,Yes,194J,10,5540.4
Interest,295410,Individual,Yes,194A,10,29541.0
Contractor,108398,Company,Yes,194C,2,2167.96
Professional,315576,Company,Yes,194J,10,31557.6
Rent,44654,Company,No,194I,20,8930.8
Rent,490672,Individual,No,194I,20,98134.4
Rent,266112,Company,Yes,194I,10,26611.2
Interest,173794,Company,No,194A,20,34758.8
Salary,315547,Employee,Yes,192,30,94664.1
Salary,140530,Employee,Yes,192,5,7026.5
Rent,410051,Company,Yes,194I,10,41005.1
Professional,453998,Company,No,194J,20,90799.6
Interest,93670,Individual,No,194A,20,18734.0
Professional,295450,Individual,Yes,194J,10,29545.0
Rent,425924,Individual,Yes,194I,10,42592.4
Rent,37661,Individual,No,194I,20,7532.2
Professional,325451,Individual,Yes,194J,10,32545.1
Interest,79645,Individual,Yes,194A,10,7964.5
Interest,319414,Individual,Yes,194A,10,31941.4
Professional,149802,Company,Yes,194J,10,14980.2
Professional,379246,Company,Yes,194J,10,37924.6
Professional,107895,Individual,Yes,194J,10,10789.5
Interest,470198,Individual,No,194A,20,94039.6
Contractor,196918,Individual,Yes,194C,2,3938.36
Professional,127970,Individual,No,194J,20,25594.0
Professional,300306,Individual,No,194J,20,60061.2
Professional,343490,Individual,Yes,194J,10,34349.0
Rent,243701,Company,Yes,194I,10,24370.1
Interest,378428,Company,No,194A,20,75685.6
Interest,363226,Individual,No,194A,20,72645.2
Rent,56845,Company,No,194I,20,11369.0
Salary,423268,Employee,No,192,20,84653.6
Salary,342586,Employee,No,192,20,68517.2
Professional,457456,Company,Yes,194J,10,45745.6
Salary,160373,Employee,No,192,20,32074.6
Professional,458758,Company,Yes,194J,10,45875.8
Contractor,43945,Company,No,194C,20,8789.0
Contractor,195812,Company,No,194C,20,39162.4
Salary,116454,Employee,Yes,192,5,5822.7
Professional,124415,Individual,No,194J,20,24883.0
Rent,452775,Company,No,194I,20,90555.0
Interest,47140,Individual,No,194A,20,9428.0
Rent,40023,Company,Yes,194I,10,4002.3
Professional,444261,Company,No,194J,20,88852.2
Salary,309782,Employee,Yes,192,5,15489.1
Interest,380055,Individual,No,194A,20,76011.0
Rent,88081,Company,Yes,194I,10,8808.1
Rent,68252,Company,No,194I,20,13650.4
Contractor,22574,Company,No,194C,20,4514.8
Salary,182048,Employee,Yes,192,30,54614.4
Salary,322669,Employee,No,192,20,64533.8
Rent,252450,Individual,Yes,194I,10,25245.0
Contractor,204797,Individual,No,194C,20,40959.4
Rent,183433,Individual,Yes,194I,10,18343.3
Professional,40922,Company,Yes,194J,10,4092.2
Salary,314431,Employee,No,192,20,62886.2
Professional,428384,Company,No,194J,20,85676.8
Salary,32339,Employee,No,192,20,6467.8
Contractor,352747,Company,No,194C,20,70549.4
Salary,438413,Employee,Yes,192,5,21920.65
Rent,384152,Company,Yes,194I,10,38415.2
Professional,226043,Individual,No,194J,20,45208.6
Contractor,105100,Company,No,194C,20,21020.0
Rent,466905,Individual,Yes,194I,10,46690.5
Rent,488047,Individual,Yes,194I,10,48804.7
Rent,54688,Individual,No,194I,20,10937.6
Salary,121344,Employee,No,192,20,24268.8
Professional,100172,Company,No,194J,20,20034.4
Contractor,436708,Individual,Yes,194C,2,8734.16
Rent,191499,Company,Yes,194I,10,19149.9
Interest,41286,Company,No,194A,20,8257.2
Interest,406716,Company,Yes,194A,10,40671.6
Professional,392593,Individual,Yes,194J,10,39259.3
Contractor,484595,Company,Yes,194C,1,4845.95
Contractor,164724,Company,Yes,194C,2,3294.48
Rent,404186,Individual,Yes,194I,10,40418.6
Contractor,237463,Company,No,194C,20,47492.6
Rent,95478,Company,No,194I,20,19095.6
Contractor,423606,Individual,No,194C,20,84721.2
Rent,278423,Company,Yes,194I,10,27842.3
Interest,408888,Company,Yes,194A,10,40888.8
Professional,90902,Company,Yes,194J,10,9090.2
Rent,418401,Company,No,194I,20,83680.2
Contractor,88426,Company,Yes,194C,2,1768.52
Interest,311884,Individual,Yes,194A,10,31188.4
Salary,339294,Employee,Yes,192,20,67858.8
Contractor,468994,Individual,No,194C,20,93798.8
Rent,249249,Individual,No,194I,20,49849.8
Contractor,28331,Individual,No,194C,20,5666.2
Professional,464551,Individual,No,194J,20,92910.2
Interest,452438,Company,No,194A,20,90487.6
Salary,133155,Employee,No,192,20,26631.0
Interest,209826,Company,Yes,194A,10,20982.6
